title
"Кабмин перераспределит свыше 4,5 млрд рублей на стройку школ в 7 регионах"
Москва ввела уведомительный порядок земляных работ для поставщиков ресурсов
Строительство школы на 825 мест началось в подмосковном Сабурово
"В составе ТПУ ""Окружная"" в Москве построят торгово-офисный центр"
Власти Москвы намерены быстрее согласовывать проекты девелоперам
Ж/д мосты на Транссибе в Приамурье реконструируют под поезда большого веса
"Банк ""Дом.РФ"" кредитует строительство жилья в Северной Осетии"
"Банк ""Дом.РФ"" отметил замедление продаж квартир в новостройках в октябре"
Донецкий перинатальный центр будет построен до конца 2023 года
Мишустин: работа стройотрасли вряд ли возможна без цифровых технологий
Путину доложат о достройке онкодиспансера в Комсомольске-на-Амуре
Реорганизацией промзоны на юго-востоке Москвы займется структура МНГСК
ГОСТ по электронному документообороту в стройке могут скорректировать
"В Городском саду Краснодара отреставрируют ротонду ""Казачья горка"""
Бизнес получит преференции на градостроительную деятельность в Крыму
Хуснуллин: сохранить текущие темпы ввода жилья в 2023 году будет тяжело
"Утвержден проект стройки и реконструкции дорог в районе ""Москва-Сити"""
Ввод офисов в Москве упал за три квартала на 59%
"Воронежский ""Выбор"" выходит на рынок жилья Москвы"
В Самаре выставили на торги землю под проект КРТ
Гордеев перестал владеть контрольным пакетом акций ПИК
"Новый лицей в кластере ""Остров фортов"" откроется в Кронштадте"
Спрос россиян на услуги по ремонту и строительству вырос в полтора раза
У Савеловского вокзала построят бизнес-центр в виде спирали
Завод по производству газобетонных блоков построят в Подмосковье
Новый горнолыжный курорт откроют в Подмосковье
Китайцы планируют строить жилье в Магадане
"Последним введенным жилым объектом Urban Group станет ЖК ""Лайково"""
Опубликован рейтинг российских девелоперов по вводу жилья за девять месяцев
"Татаров рассказал, как восстанавливают города Донбасса"
Совет Федерации разрешил ФРТ выплачивать обманутым дольщикам компенсации
СРО начнут возмещать ущерб за повреждение зданий
Новая школа появится в липецком райцентре в рамках нацпроекта
Телецентр НТВ в Москве планируется достроить до конца года
"В ОЭЗ ""Алабушево"" в Москве будут работать три фармзавода"
Беглов: проблемы обманутых дольщиков в Петербурге больше нет
"""Инград"" может построить крупный склад под Троицком"
ПИК продал MR Group крупный земельный участок на юге Москвы
"MR Group и бывшие топ-менеджеры ""Интеко"" будут вместе строить жилье"
Филиал Музея архитектуры имени Щусева откроется в Сочи в августе
"Путин поручил определить объекты, которые можно ускоренно ввести в строй"
"""Эксперт РА"" повысило кредитный рейтинг ""А101"" до уровня ""ruA"""
"Собянин поздравил 100-тысячного москвича, получившего квартиру по реновации"
Путин: россияне должны участвовать в принятии градостроительных решений
Компании Индии могут принять участие в стройке города-спутника Владивостока
В Москве выставили на торги право редевелопмента промзоны в Зеленограде
"В Венгрии рассказали, когда начнется строительство АЭС ""Пакш-2"""
СФ одобрил закон о комплексном развитии территорий
"""Мангазея"" построит полмиллиона ""квадратов"" жилья в Северном речном порту"
"Компания главы ""Россетей"" Рюмина купила почти 5 гектаров на севере Москвы"
"Новый мост в Москве свяжет ""Красный Октябрь"" и ""Музеон"""
Утвержден проект планировки финишного участка Троицкой линии метро
Иностранный инвестор хочет возобновить возведение отеля с казино в Приморье
В Москве планируют построить 24 предприятия
ПИК построит пешеходный мост на западе Москвы
Новый технопарк построят в московском районе Перово
"""Мосметрострой"" намерен расширить пул проектов на Дальнем Востоке"
"""Росатом"" готов помочь Белоруссии с цифровизацией строительства"
MR Group нашла нового партнера в проекты в центре и на востоке Москвы
Новый корпус морского университета в Новороссийске достроят в 2024 году
Городские службы Москвы восстановили около 70 километров ограждений
Москва выставит на торги землю под торговый центр в Зеленограде
"Охранник стройки, куда не пустили Бастрыкина, пожаловался на следователя"
Минстрой поддержит развитие модульного домостроения в России
"Власти Москвы выдали разрешение на застройку завода ""Красный богатырь"""
В проект редевелопмента на юго-западе Москвы вложат 20 млрд рублей
Ефимов: Москва выделила более 400 гектаров земли для реализации МаИП
К 2024 году в Москве по реновации одновременно будет строиться 600 домов
"""Мосводоканал"" начал выносить сети для стройки южного дублера МКАД"
"""Сегежа Групп"" займется в Приангарье развитием деревянного домостроения"
Госдума в I чтении освобождает от НДС подрядчиков ИЖС с применением эскроу
В Хабаровском крае построят завод по выпуску строительных смесей
В Москве заработало полностью самое большое кольцо метро в мире
"В России в 2023 году хотят ввести 50 млн ""квадратов"" многоквартирного жилья"
Хоценко: над восстановлением ДНР работают 40 тысяч строителей
Продажи новостроек в Москве в июле выросли на 22%
"""Мостотрест"" снизил чистую прибыль на 45%"
"Банк ""Дом.РФ"" профинансирует строительство жилья в Екатеринбурге"
Пять новых мостов построят в Петербурге к 2040 году
"""Галс-Девелопмент"" планирует создать апарт-комплекс в центре Москвы"
Власти рассказали о строительстве нового города на Арабатской стрелке
В Великом Новгороде начали строить современный университетский кампус
"Склад для хранения спецодежды построят в Подмосковье за 3,5 млрд рублей"
ВТБ подключился к сервису по оформлению ипотеки на стройку частных домов
Благоустройство Шаболовки началось в Москве
В Москве за пять лет построили более 50 новых храмов
Проект строительства арктической станции на Ямале получил одобрение
Эксперимент по строительству пекарен на селе проведут в шести регионах РФ
"СК рассказал о состоянии рабочих, пострадавших при обрушении в Подмосковье"
"Комплексная застройка обеспечит в РФ ввод 1,5 млн ""квадратов"" в 2023 году"
В Подмосковье достроили еще пять домов Urban Group
ФСК привлекла почти 8 млрд рублей на жилищный проект во Владивостоке
Мишустин: строительство сельских клубов и домов культуры востребованно
В Москве появится первый небоскрёб на Ленинском проспекте
В Подмосковье построят новое производство
Москва выделила землю на реализацию 573 инвестпроектов с 2016 года
ЛСР за три квартала удвоила продажи недвижимости
Мишустин ознакомился с ходом реализации плана развития Норильска
Собянин представил на МУФ основные направления развития столицы
"Власти Москвы утвердили облик небоскреба, названного в честь Льва Ландау"
В Москве начался капремонт театра Сатиры
Хуснуллин: при продлении М-12 до Владивостока возведут 56 обходов городов
"""Футуристический"" надземный переход построят в Хорошево-Мневниках"
Новую ледовую арену в Петербурге разрешили ввести в эксплуатацию
"""Дом.РФ"" обеспечит инфраструктурой 530 тысяч ""квадратов"" жилья в Воронеже"
Шесть физкультурно-оздоровительных комплексов построят на севере Москвы
Соборную мечеть Крыма планируют ввести в строй до конца года
"""Страна Девелопмент"" построит крупный жилой комплекс на западе Москвы"
Ввод жилья в России в январе вырос на 7%
Новый спорткомплекс построят в Санкт-Петербурге
В начале года в России запустили почти вдвое меньше жилых проектов
Столичные власти хотят изъять 130 гектаров в Новой Москве
Мишустин поручил разработать прогноз спроса и предложения на стройматериалы
Многопрофильный госпиталь в Подмосковье сдадут 1 июня
Rariteco построит крупный многофункциональный центр на юго-западе Москвы
"Девелопер ""Самолет"" построит 190 тысяч ""квадратов"" жилья в новой Москве"
Более 120 больниц и поликлиник отремонтируют в Подмосковье в 2024 году
Правительство обсудит защиту граждан при строительстве с эскроу-счетами
Мой дом – моя льгота: как получить налоговый вычет за строительство
В Хакасии чиновники стали фигурантами дела о строительстве больницы
"""Самолет"" построит три многофункциональных комплекса в новой Москве"
Есть такая профессия: строитель
ЦДС привлек 16 млрд рублей на строительство жилья в Петербурге
ЛНР провела переговоры с девелоперами и готовит площадки под строительство
Мишустин поручил найти источники опережающего финансирования строительства
Центр водных видов спорта в Краснодаре достроят до конца 2024 года
Власти Москвы согласовали облик бизнес-центра у Белорусского вокзала
Врио главы Ярославской области доложил Мишустину о дорогах и промышленности
"Москва выставила на торги проект редевелопмента в промзоне ""Южное Очаково"""
Холдинг ЛСР привлек 10 млрд рублей на жилой проект в Москве
"В новой Москве можно построить до 20 млн ""квадратов"" малоэтажки и ИЖС"
В Сочи вместо гипермаркета Decathlon построят торговый центр
"Консультант: запрет на ""нулевую ипотеку"" не обвалит продажи застройщиков"
Собянин принял участие в открытии нового храма в Тушине
Минстрой назвал первостепенную задачу для развития рынка ИЖС
"""Самолет"" намерен выручить от проектов ИЖС в 2024 году почти 19 млрд рублей"
ОЭК обеспечила электроснабжение дома для обманутых дольщиков в Москве
Собянин: тоннель под МЦД-4 улучшит обслуживание 135 тысяч москвичей
Собянин открыл два новых корпуса МГТУ имени Баумана
"Девелопер ""Брусника"" получил прибыль за полгода против убытка годом ранее"
"ПИК построит 28 тысяч ""квадратов"" жилья в новой Москве"
Архсовет Москвы одобрил высотный жилой комплекс на юго-западе столицы
"""Петрович"": девелоперы жилья снижают объемы закупок стройматериалов"
Судьба проблемного жилого комплекса решилась в Анапе
"В московском районе Хорошево-Мневники появятся более 1,7 тыс рабочих мест"
Хуснуллин призвал строить в России больше нежилой недвижимости
Спрос на элитные новостройки в Петербурге в 2022 году упал на 40%
Застройщики жилья перейдут на инфомоделирование с 1 июля 2024 года
Завод по производству лимонной кислоты построят в Армавире
"""Дальневосточный квартал"" задействуют при строительстве арендного жилья"
"В Москве продолжается развитие территории бывшей промзоны ""Южный порт"""
Путин подписал закон о введении НДС при долевом строительстве апартаментов
Путин: надо быстрее закрыть вопросы по восстановлению жилья в приграничье
"Стоимость моста через Обь в Новосибирске выросла до 44,7 млрд рублей"
В Севастополе в 2022 году введены 65 объектов по дорожному нацпроекту
Новая Москва спустя 10 лет: что это за город и кто покупает здесь жилье
Новый Ташкент построят в Узбекистане
"Хуснуллин ожидает ввода 53-54 млн ""квадратов"" частных домов в 2023 году"
Власти Москвы: цифровые технологии ускоряют программу реновации в городе
Хуснуллин: участок трассы М-12 может быть построен до 2024 года
Ozon договорился о строительстве крупного склада в Москве
Хуснуллин: застройщики настороженно смотрят на ипотеку под 2% в Донбассе
"Мосгосстройнадзор: в Москве осталось 4,4 тысячи обманутых дольщиков"
Минстрой актуализировал десятки сводов правил для стройотрасли Москвы
В Москве досрочно выполнили годовой план по вводу недвижимости
Объем строительных госзакупок в России вырос за год более чем на четверть
ФАС признала обоснованными жалобы Messier Group по торгам ТПУ в Москве
ВТБ профинансирует жилищный проект в Воронеже
"""Самолет"" планирует построить в Подмосковье деревянные многоэтажки"
В Приангарье собственникам грузовиков предложили восстанавливать дороги
Патриарх выделил 73 млн рублей на строительство храма на юго-востоке Москвы
Новый пешеходный мост свяжет Красный Октябрь и Музеон
"""Циан"": спрос на московские новостройки на фоне мобилизации упал на 36%"
Девелопер из ОАЭ планирует строить жилье в России
"""Дом.РФ"" ожидает роста финансирования жилищной инфраструктуры на 16%"
"""Единый ковер"" асфальта положат на улице Петровке в Москве"
"Патриарх выделил 150 млн рублей на стройку храма у станции ""Бутово"""
В Госдуме предложили предусмотреть право оспорить нарушение договора о КРТ
"Девелопер ""Сити – XXI век"" хочет застроить 10 гектаров земли в Подмосковье"
Менее чем за год в Мариуполе построен жилой комплекс для 833 семей
"Банк ""Дом.РФ"" предоставил 15 млрд рублей для возведения жилья в Ленобласти"
"""Брусника"" выкупает часть проекта Level Group на юго-востоке Москве"
Почти 200 обманутых дольщиков в двух регионах России получат компенсации
Собянин назвал самые быстрорастущие в 2022 году отрасли экономики Москвы
В Москве к строительству подготовят 15 участков бывших промзон
"""Страна девелопмент"" может войти в проект застройки промзоны ""Автомоторная"""
"Кириенко: новый кампус мастерской управления ""Сенеж"" запустят к началу мая"
ФСК построит больницу в подмосковной Балашихе за 36 млрд рублей
Собянин рассказал о планах развития Молжаниновского района
В Черемушках в 2024 году построят два дома по программе реновации
"""Инград"" построит жилой комплекс на севере Москвы"
Мишустин: строительная отрасль в РФ активно развивается
"В Щукине построят почти 150 тысяч ""квадратов"" жилья"
Левкин рассказал о работе контакт-центра стройкомплекса Москвы
В центре Москвы сдали проблемный жилой комплекс Sky House
ВТБ кредитует строительство жилого комплекса в Южно-Сахалинске
Москва выставила на торги проект редевелопмента на северо-западе города
Опубликован рейтинг российских девелоперов по текущему строительству жилья
Самый крупный детский сад на юге России начали строить в Сочи
"Банк ""Дом.РФ"" кредитует проект девелопера ""Основа"" в Подмосковье"
В Москве более 95% заявок девелоперов на госуслуги поступают онлайн
"В Сокольниках планируют перестроить спорткомплекс московского ""Спартака"""
"Генпрокуратура утвердила обвинение гендиректору ""Амурстроя"""
Патриарх Кирилл выделил 150 млн рублей на постройку храма борцов с сектами
Петербург полностью выполнил план строительства и ремонта дорог на 2023 год
Путин подписал закон о пересмотре ФРТ решений о завершении строек
СП: стройка трассы Владивосток-Находка-порт Восточный отстает и дорожает
В проект редевелопмента на юго-востоке Москвы вложат 30 млрд рублей
"""Монарх"" построит модульное жилье в новой Москве"
Бочкарев: в Москве с начала года сдали 59 объектов образования
"Утвержден проект жилого квартала в московской промзоне ""Братцево"""
В Сочи хотят построить бизнес-центр в море
Девелоперы Москвы предлагают ввести льготы для спортивных объектов
В России создают бетоны нового поколения с использованием отходов
Трехэтажный планетарий построят в Самаре
"Собянин: корпус для лучевой терапии в ""Коммунарке"" построят в 2024 году"
В Москве отреставрируют десять храмов за счет городских субсидий
ФСК привлекла 24 миллиарда рублей на девелоперский проект в Подмосковье
Самый большой в России долгострой поставили на кадастровый учет
На Лужнецкой набережной в Москве построят киноконцертный комплекс
ФСК построит крупный жилой комплекс в новой Москве
Минобороны РФ запустило новую программу развития военных городков
В ДНР определены пилотные компании-застройщики жилья
СФ одобрил упрощение административных процедур в стройотрасли
Мутко: с 2000 года жилищное строительство в России увеличилось втрое
"Level Group может застроить участок рядом с садом ""Эрмитаж"" в центре Москвы"
"""Дом.РФ"" кредитует строительство жилья в Калининграде"
В Москве по программе реновации расселили более 400 домов
"MR Group построит более 230 тысяч ""квадратов"" на юго-востоке Москвы"
В Госдуме одобрили право участников СВО вступать в стройкооперативы
В новых регионах начинается строительство жилья под ипотеку в 2%
Центр игровых видов спорта построили в Раменском
Бани на воде появятся на Москве-реке
"В тесноте, да не в обиде. Как хрущевки изменили быт"
В Бурятии задержан подозреваемый в хищении средств при строительстве школы
"И. о. заммэра Москвы рассказал о планах на бывшую промзону ""Братцево"""
В Самаре не разрешили строить высотку в исторической части города
Новую гостиницу построят в подмосковном Чехове
"В ТПУ ""Мичуринский проспект"" построят дома с фруктовыми фасадами"
"ФСК построит 50 тысяч ""квадратов"" жилья во Владивостоке"
Собянин: за 5 лет в Москве построили или обновили 424 социальных объекта
"Число новостроек в США в январе снизилось на 4,5%"
В Ростокино построят более 450 тысяч квадратных метров жилья
Утверждены планы развития пяти городов Дальнего Востока
"""Самолет"" построит в Химках почти 400 тысяч квадратных метров недвижимости"
Forma приспособит здание-памятник на Пресненском Валу под детский сад
Путин поручил изучить привлечение строителями денег компенсационных фондов
Собянин урегулировал вопрос строительства мечети у Святого озера
Glorax построит самое высокое здание в Нижнем Новгороде
В Новосибирске перенесли ввод четвертого моста через Обь на 2024 год
Тюменский губернатор рассказал о темпах строительства жилья
Свыше 70 спортобъектов построили в Удмуртии за шесть лет
"""Сбер"" выдаст предприятиям Крыма льготные кредиты на 43 млрд рублей"
Массовую реализацию мастер-плана развития столицы Камчатки начнут в 2024 г
На юге Москвы появится еще один мост
"В Москве по программе КРТ возведут 2,1 млн квадратных метров производств"
Более 30 новых зданий появятся в Московской области
"В России определены объекты, которые можно строить без разрешений"
Ряд регионов получат средства на стройку интернатов для инвалидов и пожилых
Собянин рассказал о начале строительства моста через Москву-реку
"Китай заявил о продвижении инициативы ""Один пояс — один путь"""
Главного архитектора Таганрога задержали при получении взятки
"АФК ""Система"" создала девелоперскую ""дочку"" для деревянного домостроения"
Московские застройщики сдали 50 школ и детских садов в 2022 году
Мишустин поручил Хуснуллину контролировать расходы на строительство
Девелопер из Татарстана выкупает активы шведского застройщика Bonava
В Закарпатье военком заставлял солдат строить ему усадьбу
"Сальдо: дамба Каховской ГЭС, скорее всего, будет отстроена заново"
"""Донстрой"" завершил монтаж фасадов в третьем квартале ""Острова"" в Москве"
"""Самолет"" застроит территорию в Рязановском в новой Москве"
